======================================================================
DEEP RE: PE_0186.bin
PATH   : /tmp/critical_modules/PE_0186.bin
  0x00009D50  "PMC 25LV/LQ Series"
  0x00009D68  "AMIC 25L Series"
  0x00009D78  "AMIC 25L/LQ Series"
  0x00009D90  "EON 25F/Q/S/QH Series"
  0x00009DA8  "STM/Micron/Numonyx 25PF/PX Series"
  0x00009DD0  "XMC 25QU Series"
  0x00009DE0  "MXIC 25L/U Series"
  0x00009DF8  "Winbond 25X/Q Series"
  0x00009E10  "GigaDevice 25Q Series"
  0x00009E28  "EON 25P Series"
  0x00009E38  "STM/Micron/Numonyx 25P Series"
  0x00009E58  "Micron/Numonyx 25Q Series"
  0x00009E78  "Spansion 25FL Series"
  0x00009E90  "Spansion 25FL(P) Series"
  0x00009EA8  "Spansion 25FL(K) Series"
  0x00009EC0  "Spansion 25FL(L) Series"
  0x00009ED8  "Intel/Numonyx 25F160/320"
  0x00009EF8  "FIDELIX 25Q Series"
  0x00009F10  "Fudan FM25Q Series"
  0x00009F28  "ISSI 25LP Series"
  0x00009F40  "ISSI 25WP Series"
  0x00009F58  "ESMT 25L QA/PA Series"
  0x00009F70  "SST 25VF Series"
  0x00009F80  "ESMT 25L T Series"
  0x00009F98  "ESMT 25L B Series"
  0x00009FB0  "Spansion S29GL/WS128/256/512/01GP"
  0x00009FD8  "Numonyx 28F640/128/256P30B/T"
  0x00009FF8  "SST 39VF1681/1682/3201/3202"
  0x0000A018  "ST M29W160B/T"
  0x0000A028  "MXIC 29LV640B/T"
  0x0000A0B8  "TRIGGER_OUT"
  0x0000A0C8  "TRIGGER_IN"
  0x0000A0D8  "PM_DOWN"
  0x0000A0E0  "PLTRST_CPUB"
  0x0000A0F0  "THRMTRIPB"
  0x0000A100  "CPUPWRGD"
  0x0000A118  "PM_SYNC"
  0x0000A120  "HDACPU_SCLK"
  0x0000A130  "HDACPU_SDO"
  0x0000A150  "HVMOS_MLK_RSTB"
  0x0000A160  "HVMOS_SYS_RESETB"
  0x0000A178  "HVMOS_SYS_PWROK"
  0x0000A188  "HVMOS_L_VDDEN"
  0x0000A198  "HVMOS_L_BKLCTL"
  0x0000A1A8  "HVMOS_L_BKLTEN"
  0x0000A1B8  "ITP_PMODE"
  0x0000A1C8  "JTAG_TCK"
  0x0000A1D8  "JTAG_TMS"
  0x0000A1E8  "JTAG_TDI"
  0x0000A1F8  "CPU_TRSTB"
  0x0000A204  "PREQB"
  0x0000A20C  "PRDYB"
  0x0000A214  "JTAGX"
  0x0000A220  "JTAG_TDO"
  0x0000A230  "SSP1_TXD"
  0x0000A240  "SSP1_SFRM"
  0x0000A250  "HDA_SDI_1"
  0x0000A260  "HDA_SDI_0"
  0x0000A270  "HDA_SDO"
  0x0000A278  "HDA_SYNC"
  0x0000A288  "HDA_RSTB"
  0x0000A298  "HDA_BCLK"
  0x0000A2A8  "SPI0_CLK_LOOPBK"
  0x0000A2B8  "SPI0_CLK"
  0x0000A2C8  "SPI0_FLASH_1_CSB"
  0x0000A2E0  "SPI0_FLASH_0_CSB"
  0x0000A2F8  "SPI0_TPM_CSB"
  0x0000A308  "SPI0_MOSI_IO_1"
  0x0000A318  "SPI0_MOSI_IO_0"
  0x0000A328  "SPI0_IO_3"
  0x0000A338  "SPI0_IO_2"
  0x0000A348  "MLK_RSTB"
  0x0000A358  "SYS_RESETB"
  0x0000A368  "SYS_PWROK"
  0x0000A378  "SLP_DRAM_RESETB"
  0x0000A388  "SLP_WAKEB"
  0x0000A398  "SLP_SUSB"
  0x0000A3A8  "SLP_LANB"
  0x0000A3B8  "GSPI1_CLK_LOOPBK"
  0x0000A3D0  "GSPI0_CLK_LOOPBK"
  0x0000A3E8  "ESPI_CLK_LOOPBK"

── NVRAM / VARIABLE GUID CANDIDATES ─────────────────────────────────
  0x00001BA7  [KNOWN GUID] EC87D643-EBA4-4BB5-A1E5-3F3E36B20DA9

── IMPORTS & EXTERNAL REFS ──────────────────────────────────────────

  -- Named/thunk functions matching UEFI services --

── CALL GRAPH FROM ENTRY POINT (depth 2) ────────────────────────────
  Entry: 0x00001000  entry
    0x00006B00  FUN_00006b00
    0x00001590  FUN_00001590
      0x00002A04  FUN_00002a04
      0x00001A90  FUN_00001a90
    0x00001444  FUN_00001444
      0x00006CD4  FUN_00006cd4
      0x000022A0  FUN_000022a0
    0x00006A70  FUN_00006a70
      0x00004938  FUN_00004938
    0x00001098  FUN_00001098
      0x00002A04  FUN_00002a04
      0x00007220  FUN_00007220
      0x00002228  FUN_00002228
      0x00006C88  FUN_00006c88
      0x000024C8  FUN_000024c8
      0x00002464  FUN_00002464
      0x00007140  FUN_00007140
      0x00007260  FUN_00007260
      0x00006FD0  FUN_00006fd0
      0x00007200  FUN_00007200

── DECOMPILED FUNCTIONS ─────────────────────────────────────────────
  Total functions: 104


┌─ 0x00001000  entry  (2 params)
│
│  
│  longlong entry(undefined8 param_1,longlong param_2)
│  
│  {
│    longlong lVar1;
│    
│    FUN_00001098(param_1,param_2);
│    DAT_0000a538 = -0x7fffffffffffffff;
│    lVar1 = FUN_00006a70((undefined8 *)&DAT_0000a440);
│    if (lVar1 == 0) {
│      lVar1 = FUN_00001590(param_1,param_2);
│      if ((-1 < lVar1) || (DAT_0000a538 < 0)) {
│        DAT_0000a538 = lVar1;
│      }
│      FUN_00006b00(0xa440);
│    }
│    lVar1 = DAT_0000a538;
│    if (DAT_0000a538 < 0) {
│      FUN_00001444();
│    }
│    return lVar1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001098  FUN_00001098  (2 params)
│  Called from: 0x00001000(entry) 
│
│  
│  /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
│  
│  void FUN_00001098(undefined8 param_1,longlong param_2)
│  
│  {
│    longlong lVar1;
│    ulonglong uVar2;
│    short *psVar3;
│    short *psVar4;
│    uint local_res8 [2];
│    ulonglong local_res10;
│    ulonglong local_res18;
│    longlong local_res20;
│    longlong local_38;
│    longlong local_30 [2];
│    
│    DAT_0000a5f8 = *(longlong *)(param_2 + 0x60);
│    _DAT_0000a600 = *(undefined8 *)(param_2 + 0x58);
│    local_res20 = 0;
│    DAT_0000a5e8 = param_1;
│    DAT_0000a5f0 = param_2;
│    (**(code **)(*(longlong *)(param_2 + 0x60) + 0x140))(&DAT_00008218,0,&local_res20);
│    (**(code **)(local_res20 + 8))(local_res20,&DAT_0000a608);
│    (**(code **)(DAT_0000a5f8 + 0x140))(&DAT_000082c8,0,&local_38);
│    local_res10 = 0;
│    (**(code **)(local_38 + 0x18))(local_38,&local_res10,0);
│    DAT_0000a930 = FUN_00002228(6,local_res10);
│    (**(code **)(local_38 + 0x18))(local_38,&local_res10,DAT_0000a930);
│    DAT_0000a938 = local_res10 >> 5;
│    DAT_0000a610 = 0xf0000000;
│    if ((DAT_0000a620 != (undefined8 *)0x0) ||
│       (lVar1 = (**(code **)(DAT_0000a5f8 + 0x140))(&DAT_00008218,0,&DAT_0000a620), -1 < lVar1)) {
│      (*(code *)*DAT_0000a620)(DAT_0000a620,&DAT_0000a618);
│    }
│    DAT_0000a928 = 0;
│    FUN_00002464((longlong *)&DAT_000081f8,&DAT_0000a628);
│    FUN_000024c8();
│    lVar1 = (**(code **)(DAT_0000a608 + 0xd0))(&DAT_000082d8,0,&DAT_0000a638);
│    if (lVar1 < 0) {
│      DAT_0000a638 = (short *)0x0;
│    }
│    FUN_00006c88();
│    uVar2 = FUN_00006fd0(0xce);
│    if (((((uVar2 & 0x800000000) != 0) && (uVar2 = FUN_00006fd0(0x110), (uVar2 & 2) != 0)) &&
│        (DAT_0000a650 == 0)) &&
│       ((DAT_0000a658 != 0 ||
│        (lVar1 = (**(code **)(DAT_0000a5f8 + 0x140))(&DAT_00008218,0,&DAT_0000a658), -1 < lVar1)))) {
│      (**(code **)(DAT_0000a658 + 8))(DAT_0000a658,&DAT_0000a650);
│      if ((_DAT_f00fd010 & 0xfffff000) != 0) {
│        DAT_0000a61c = (uint)*(ushort *)(ulonglong)(_DAT_f00fd010 & 0xfffff000) << 0xc;
│      }
│    }
│    (**(code **)(DAT_0000a5f8 + 0x140))(&DAT_000082c8,0,local_30);
│    local_res18 = 0;
│    (**(code **)(local_30[0] + 0x18))(local_30[0],&local_res18,0);
│    DAT_0000a910 = FUN_00002228(6,local_res18);
│    (**(code **)(local_30[0] + 0x18))(local_30[0],&local_res18);
│    _DAT_0000a908 = local_res18 >> 5;
│    for (psVar3 = (short *)FUN_000024c8();
│        (psVar4 = (short *)0x0, *psVar3 != -1 && (psVar4 = psVar3, *psVar3 != 6));
│        psVar3 = (short *)((longlong)psVar3 + (ulonglong)(ushort)psVar3[1])) {
│    }
│    if (psVar4 == (short *)0x0) {
│      FUN_00007260(-0x80000000,local_res8,(undefined4 *)0x0,(undefined4 *)0x0,(undefined4 *)0x0);
│      if (local_res8[0] < 0x80000008) {
│        local_res8[0]._0_1_ = 0x24;
│      }
│      else {
│        FUN_00007260(-0x7ffffff8,local_res8,(undefined4 *)0x0,(undefined4 *)0x0,(undefined4 *)0x0);
│      }
│    }
│    else {
│      local_res8[0]._0_1_ = *(byte *)(psVar4 + 4);
│    }
│    if (0x30 < (byte)local_res8[0]) {
│      local_res8[0]._0_1_ = 0x30;
│    }
│    _DAT_0000a6a0 = (1L << ((byte)local_res8[0] & 0x3f)) + -1;
│    (**(code **)(DAT_0000a608 + 0xc0))(&DAT_00008338,FUN_00002b68,&DAT_0000a918);
│    (**(code **)(DAT_0000a608 + 0xc0))(&DAT_00008328,&LAB_00002e8c,&DAT_0000a900);
│    FUN_00007140();
│    FUN_00007200();
│    (**(code **)(DAT_0000a608 + 0xd0))(&DAT_00008368,0,&DAT_0000a730);
│    FUN_00007220();
│    FUN_00002a04(param_1,param_2);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001444  FUN_00001444  (0 params)
│  Called from: 0x00001000(entry) 
│
│  
│  void FUN_00001444(void)
│  
│  {
│    FUN_000022a0(DAT_0000a910);
│    (**(code **)(DAT_0000a608 + 0xc0))(&DAT_00008338,0,&DAT_0000a918);
│    (**(code **)(DAT_0000a608 + 0xc0))(&DAT_00008328,0,&DAT_0000a900);
│    FUN_00006cd4();
│    FUN_000022a0(DAT_0000a930);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001590  FUN_00001590  (2 params)
│  Called from: 0x00001000(entry) 
│
│  
│  void FUN_00001590(undefined8 param_1,longlong param_2)
│  
│  {
│    longlong lVar1;
│    undefined8 local_res18;
│    longlong local_res20;
│    undefined1 local_18 [8];
│    undefined1 local_10 [16];
│    
│    FUN_00002a04(param_1,param_2);
│    (**(code **)(DAT_0000a880 + 0x140))(&DAT_00008218,0,&DAT_0000a5c8);
│    (**(code **)(DAT_0000a5c8 + 8))(DAT_0000a5c8,&DAT_0000a5d0);
│    DAT_00008cf4 = 0x1800;
│    (**(code **)(DAT_0000a5d0 + 0xc0))(&DAT_000082f8,&LAB_000014c8,local_18);
│    (**(code **)(DAT_0000a5d0 + 0xd0))(&DAT_00008248,0,&DAT_0000a940);
│    lVar1 = (**(code **)(DAT_0000a5d0 + 0xd0))(&DAT_00008278,0,&local_res20);
│    if (lVar1 < 0) {
│      (**(code **)(DAT_0000a5d0 + 0xc0))(&DAT_00008278,FUN_00001a90,local_10);
│    }
│    else {
│      FUN_00001a90(0,local_res20);
│    }
│    local_res18 = 0;
│    (**(code **)(DAT_0000a880 + 0x80))(&local_res18,&DAT_00008228,0,0);
│    local_res18 = 0;
│    (**(code **)(DAT_0000a5d0 + 0xa8))(&local_res18,&DAT_00008228,0,&DAT_00008e90);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x000017CC  FUN_000017cc  (3 params)
│
│  
│  undefined8 FUN_000017cc(ushort param_1,ushort param_2,longlong *param_3)
│  
│  {
│    uint uVar1;
│    uint uVar2;
│    uint *puVar3;
│    ulonglong uVar4;
│    longlong lVar5;
│    ulonglong uVar6;
│    longlong lVar7;
│    
│    uVar6 = 0x84;
│    if (DAT_0000a6c1 == '\0') {
│      DAT_0000a6c1 = '\x01';
│      puVar3 = &DAT_0000a708;
│      lVar7 = 4;
│      uVar4 = 0x84;
│      do {
│        uVar1 = *(uint *)((uVar4 & 0xfff | 0xf8000) + DAT_0000a610);
│        puVar3[-2] = uVar1 & 1;
│        *puVar3 = uVar1 >> 0x10 & 0xfc;
│        puVar3[-1] = uVar1 & 0xfffc;
│        puVar3 = puVar3 + 3;
│        lVar7 = lVar7 + -1;
│        uVar4 = uVar4 + 4;
│      } while (lVar7 != 0);
│    }
│    lVar7 = 0;
│    puVar3 = &DAT_0000a704;
│    uVar4 = 0;
│    while( true ) {
│      uVar1 = *(uint *)((uVar6 & 0xfff | 0xf8000) + DAT_0000a610);
│      if ((*puVar3 <= (uint)param_1) &&
│         ((uint)param_1 < (puVar3[1] | *puVar3) || (uint)param_1 == (puVar3[1] | *puVar3))) break;
│      uVar4 = uVar4 + 0xc;
│      lVar7 = lVar7 + 1;
│      uVar6 = uVar6 + 4;
│      puVar3 = puVar3 + 3;
│      if (0x2f < uVar4) {
│        lVar5 = 0;
│  LAB_0000189a:
│        *param_3 = lVar5;
│        return 0;
│      }
│    }
│    uVar2 = (param_2 & 0xfc) << 0x10 | param_1 & 0xfffc | 1;
│    *(uint *)((lVar7 * 4 + 0x84U & 0xfff | 0xf8000) + DAT_0000a610) = uVar2;
│    lVar5 = (lVar7 << 0x20) + (ulonglong)uVar1;
│    *(uint *)((ulonglong)(ushort)(((short)lVar7 + 0x9cc) * 4) | 0xfd880000) = uVar2;
│    goto LAB_0000189a;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001A90  FUN_00001a90  (2 params)
│  Called from: 0x00001590(FUN_00001590) 
│
│  
│  void FUN_00001a90(undefined8 param_1,longlong param_2)
│  
│  {
│    longlong lVar1;
│    undefined8 local_res10 [3];
│    
│    lVar1 = (**(code **)(param_2 + 0x10))(&DAT_00008dd8);
│    if (-1 < lVar1) {
│      local_res10[0] = 0;
│      (**(code **)(DAT_0000a880 + 0x80))(local_res10,&DAT_00008258,0,0);
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001B58  FUN_00001b58  (0 params)
│
│  
│  void FUN_00001b58(void)
│  
│  {
│    longlong lVar1;
│    undefined4 local_res10 [2];
│    undefined8 local_res18 [2];
│    undefined4 local_1818;
│    undefined2 local_1814;
│    undefined2 local_1812;
│    undefined1 local_1810;
│    undefined1 local_180f;
│    undefined1 local_180e;
│    undefined1 local_180d;
│    undefined1 local_180c;
│    undefined1 local_180b;
│    undefined1 local_180a;
│    undefined1 local_1809;
│    undefined1 local_1808 [4668];
│    ushort local_5cc;
│    char local_359;
│    
│    local_1814 = 0xeba4;
│    local_1812 = 0x4bb5;
│    local_res18[0] = 0x17fd;
│    local_1818 = 0xec87d643;
│    local_1810 = 0xa1;
│    local_180f = 0xe5;
│    local_180e = 0x3f;
│    local_180d = 0x3e;
│    local_180c = 0x36;
│    local_180b = 0xb2;
│    local_180a = 0xd;
│    local_1809 = 0xa9;
│    lVar1 = (**(code **)(DAT_0000a888 + 0x48))
│                      (u_Setup_00009bd0,&local_1818,local_res10,local_res18,local_1808);
│    if (-1 < lVar1) {
│      local_5cc = ~-(ushort)(local_359 != '\0') & 2;
│      (**(code **)(DAT_0000a888 + 0x58))
│                (u_Setup_00009bd0,&local_1818,local_res10[0],0x17fd,local_1808);
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001CBC  FUN_00001cbc  (0 params)
│
│  
│  /* WARNING: Globals starting with '_' overlap smaller symbols at the same address */
│  
│  undefined8 FUN_00001cbc(void)
│  
│  {
│    byte bVar1;
│    longlong lVar2;
│    ulonglong uVar3;
│    bool bVar4;
│    
│    lVar2 = DAT_0000a6e0 + 1;
│    bVar4 = DAT_0000a6e0 == 0;
│    DAT_0000a6e0 = lVar2;
│    if (bVar4) {
│      FUN_00003928('\x01');
│      uVar3 = FUN_000072b0();
│      FUN_00007290();
│      bVar1 = in(0x74);
│      DAT_0000a543 = bVar1 | 0x80;
│      out(0x70,DAT_0000a543);
│      if (((uint)uVar3 >> 9 & 1) != 0) {
│        FUN_000072a0();
│      }
│      in(0x70);
│      _DAT_fdc431fc = _DAT_fdc431fc & 0xfffdffff;
│    }
│    return 0;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001D40  FUN_00001d40  (0 params)
│
│  
│  undefined8 FUN_00001d40(void)
│  
│  {
│    undefined8 uVar1;
│    
│    uVar1 = 0;
│    if (DAT_0000a6e0 == 0) {
│      uVar1 = 0x8000000000000006;
│    }
│    else {
│      DAT_0000a6e0 = DAT_0000a6e0 + -1;
│      if (DAT_0000a6e0 == 0) {
│        FUN_00003928('\0');
│      }
│    }
│    return uVar1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001D80  FUN_00001d80  (0 params)
│  Called from: 0x00001DF0(FUN_00001df0) 
│
│  
│  undefined8 FUN_00001d80(void)
│  
│  {
│    longlong lVar1;
│    bool bVar2;
│    
│    lVar1 = DAT_0000a6d8 + 1;
│    bVar2 = DAT_0000a6d8 == 0;
│    DAT_0000a6d8 = lVar1;
│    if (bVar2) {
│      FUN_00002e98('\x01');
│      FUN_00003044();
│    }
│    return 0;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001DB0  FUN_00001db0  (0 params)
│  Called from: 0x00001DF0(FUN_00001df0) 
│
│  
│  undefined8 FUN_00001db0(void)
│  
│  {
│    undefined8 uVar1;
│    
│    uVar1 = 0;
│    if (DAT_0000a6d8 == 0) {
│      uVar1 = 0x8000000000000006;
│    }
│    else {
│      DAT_0000a6d8 = DAT_0000a6d8 + -1;
│      if (DAT_0000a6d8 == 0) {
│        FUN_00002e98('\0');
│      }
│    }
│    return uVar1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001DF0  FUN_00001df0  (3 params)
│
│  
│  void FUN_00001df0(undefined8 param_1,undefined8 param_2,int *param_3)
│  
│  {
│    int iVar1;
│    longlong lVar2;
│    undefined8 uVar3;
│    
│    iVar1 = *param_3;
│    uVar3 = 0;
│    if (iVar1 == 0) {
│      uVar3 = FUN_00001d80();
│    }
│    else if (iVar1 == 1) {
│      uVar3 = FUN_00001db0();
│    }
│    else if (iVar1 == 2) {
│      lVar2 = **(longlong **)(param_3 + 1);
│      if (lVar2 != 0) {
│        DAT_0000a6d8 = lVar2;
│        FUN_00007090((undefined8 *)&DAT_0000a6f0,*(longlong **)(param_3 + 1) + 3,0x10);
│      }
│    }
│    else {
│      uVar3 = 0x8000000000000002;
│    }
│    *(undefined8 *)(param_3 + 3) = uVar3;
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00001E68  FUN_00001e68  (2 params)
│
│  
│  undefined8 FUN_00001e68(undefined8 param_1,int *param_2)
│  
│  {
│    int iVar1;
│    int iVar2;
│    undefined8 uVar3;
│    byte bVar4;
│    undefined2 local_res10;
│    undefined2 local_res12;
│    undefined4 local_res14;
│    ushort uVar5;
│    
│    if (DAT_0000a5e0 == (undefined8 *)0x0) {
│      (**(code **)(DAT_0000a5d0 + 0xd0))(&DAT_000082a8,0,&DAT_0000a5e0);
│    }
│    if (DAT_0000a5d8 == (undefined8 *)0x0) {
│      (**(code **)(DAT_0000a5d0 + 0xd0))(&DAT_00008298,0,&DAT_0000a5d8);
│    }
│    iVar1 = *param_2;
│    if (iVar1 == 0) {
│      if (*(longlong *)(param_2 + 2) != 0) {
│        local_res12 = *(undefined2 *)((longlong)param_2 + 6);
│        local_res10 = (undefined2)param_2[1];
│        local_res14 = 2;
│        uVar3 = (*(code *)*DAT_0000a5e0)
│                          (DAT_0000a5e0,*(longlong *)(param_2 + 2),&local_res10,param_2 + 4);
│        return uVar3;
│      }
│    }
│    else if (iVar1 == 1) {
│      if (*(longlong *)(param_2 + 4) != 0) {
│        uVar3 = (*(code *)DAT_0000a5e0[1])(DAT_0000a5e0);
│        return uVar3;
│      }
│    }
│    else if (iVar1 == 2) {
│      if (*(longlong *)(param_2 + 4) != 0) {
│        if ((param_2[7] != 0) && (param_2[8] != 0)) {
│          FUN_000036b4(*(byte *)(param_2 + 6),param_2[7],param_2[8]);
│        }
│        uVar3 = (*(code *)*DAT_0000a5d8)(DAT_0000a5d8,*(undefined8 *)(param_2 + 4));
│        return uVar3;
│      }
│    }
│    else if (iVar1 == 3) {
│      if (*(longlong *)(param_2 + 4) != 0) {
│        uVar3 = (*(code *)DAT_0000a5d8[1])(DAT_0000a5d8);
│        return uVar3;
│      }
│    }
│    else if (iVar1 == 4) {
│      if ((*(longlong *)(param_2 + 4) != 0) && ((short)param_2[1] != 0)) {
│        uVar5 = 0;
│        do {
│          iVar1 = *(int *)((ulonglong)(ushort)((uVar5 + 0x3d0) * 8) | 0xfd890000);
│          iVar2 = *(int *)((ulonglong)(ushort)(uVar5 * 8 + 0x1e84) | 0xfd890000);
│          if (((ushort)iVar1 & 0xfffc) == *(ushort *)(param_2 + 1)) {
│            *(char *)(param_2 + 6) = (char)uVar5;
│            param_2[7] = iVar1;
│            param_2[8] = iVar2;
│            return 0;
│          }
│          bVar4 = (char)uVar5 + 1;
│          uVar5 = (ushort)bVar4;
│        } while (bVar4 < 4);
│        return 0x800000000000000e;
│      }
│    }
│    else if ((((iVar1 == 5) && (*(longlong *)(param_2 + 4) != 0)) && (param_2[7] != 0)) &&
│            (param_2[8] != 0)) {
│      uVar3 = FUN_000036b4(*(byte *)(param_2 + 6),param_2[7],param_2[8]);
│      return uVar3;
│    }
│    return 0x8000000000000002;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x00002110  FUN_00002110  (2 params)
│
│  
│  void FUN_00002110(undefined8 param_1,int param_2)
│  
│  {
│    longlong lVar1;
│    undefined8 uVar2;
│    
│    lVar1 = FUN_000029ac();
│    if (lVar1 != 0) {
│      if (param_2 == 0) {
│        uVar2 = 1;
│      }
│      else {
│        if (param_2 != 1) {
│          return;
│        }
│        uVar2 = 0;
│      }
│      (**(code **)(lVar1 + 0x68))(uVar2,0,0,0);
│    }
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x0000214C  FUN_0000214c  (1 params)
│  Called from: 0x000021B0(FUN_000021b0) 
│
│  
│  void FUN_0000214c(uint param_1)
│  
│  {
│    uint uVar1;
│    int iVar2;
│    uint uVar3;
│    int iVar4;
│    uint uVar5;
│    bool bVar6;
│    
│    uVar5 = param_1 & 0x3fffff;
│    uVar3 = param_1 >> 0x16;
│    do {
│      uVar1 = in(0x1808);
│      iVar4 = (uVar1 & 0xffffff) + uVar5;
│      uVar5 = 0x400000;
│      iVar2 = in(0x1808);
│      while (((uint)(iVar4 - iVar2) >> 0x17 & 1) == 0) {
│        FUN_00007250();
│        iVar2 = in(0x1808);
│      }
│      bVar6 = uVar3 != 0;
│      uVar3 = uVar3 - 1;
│    } while (bVar6);
│    return;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x000021B0  FUN_000021b0  (1 params)
│  Called from: 0x00004AA4(FUN_00004aa4) 0x00004A48(FUN_00004a48) 0x0000493C(FUN_0000493c) 0x00005DEC(FUN_00005dec) 0x00006204(FUN_00006204) 
│
│  
│  longlong FUN_000021b0(longlong param_1)
│  
│  {
│    FUN_0000214c((uint)((ulonglong)(param_1 * 0x369e99) / 1000000));
│    return param_1;
│  }
└─────────────────────────────────────────────────────────────────────

┌─ 0x000021E4  FUN_000021e4  (1 params)
│  Called from: 0x000022A0(FUN_000022a0) 
│
│  
│  ulonglong FUN_000021e4(ulonglong param_1)
│  
│  {
│    ulonglong in_RAX;
│    ulonglong uVar1;
│    ulonglong *puVar2;
│    
│    uVar1 = 0;
│    if (DAT_0000a938 != 0) {
│      puVar2 = (ulonglong *)(DAT_0000a930 + 8);
│      in_RAX = DAT_0000a930;
│      do {
│        if ((*puVar2 <= param_1) && (in_RAX = puVar2[1], param_1 < *puVar2 + in_RAX)) {
│          return CONCAT71((int7)(in_RAX >> 8),1);
│        }
│        uVar1 = uVar1 + 1;
