======================================================================
DEEP RE: PE_0433.bin
PATH   : /tmp/critical_modules/PE_0433.bin
  0x00006E78  u"0LongLifeCyclePriBattery"
  0x00006EB0  u"AutoOn"
  0x00006EC2  u"JAutoOnHr[ReadOnlyIf:AutoOn=Disabled]"
  0x00006F12  u"JAutoOnMn[ReadOnlyIf:AutoOn=Disabled]"
  0x00006F64  u"FanCtrlOvrd"
  0x00006F82  u"WlanAutoSense"
  0x00006FA4  u"WwanAutoSense"
  0x00006FC6  u"TypeCPower"
  0x00006FFE  u"$ThermalManagement"
  0x0000702A  u"Optimized"
  0x00007042  u"\nCool"
  0x00007064  u"\"UltraPerformance"
  0x0000708E  u"BlockSleep"
  0x000070AA  u"PeakShiftCfg"
  0x000070C8  u"xPeakShiftBatteryThreshold[SuppressIf:PeakShiftCfg=Disabled]"
  0x00007146  u"(AdvBatteryChargeCfg"
  0x00007176  u"SleepMode"
  0x0000718E  u" OsAutoSelection"
  0x000071B6  u"ForceS3"
  0x000071CC  u"SpeedShift"
  0x000071E6  u" ForceLpmAspmOff"
  0x0000720E  u"SdCard"
  0x00007222  u"SdCardBoot"
  0x0000723E  u"SdCardReadOnly"
  0x00007262  u"SecureBoot"
  0x0000727E  u"SecureBootMode"
  0x000072A2  u"AuditMode"
  0x000072BC  u"DeployedMode"
  0x0000730E  u"LegacyOrom"
  0x00007328  u"$AttemptLegacyBoot"
  0x00007352  u"*UefiBootPathSecurity"
  0x00007382  u"0AlwaysExceptInternalHdd"
  0x000073B8  u"6AlwaysExceptInternalHddPxe"
  0x0000740A  u"Never"
  0x0000741A  u"(PermanentlyDisabled"
  0x0000744A  u"PasswordBypass"
  0x0000746E  u"RebootBypass"
  0x0000748E  u"PasswordLock"
  0x000074C2  u"Attestation"
  0x000074E0  u"TpmSecurity"
  0x000074FC  u"^TpmActivation[SuppressIf:TpmSecurity=Disabled]"
  0x00007562  u"Enabled"
  0x00007578  u"Disabled"
  0x00007590  u"Activate"
  0x000075A8  u"Deactivate"
  0x000075C2  u"TTpmClear[SuppressIf:TpmSecurity=Disabled]"
  0x0000761E  u"CurrentState"
  0x0000763C  u"*Disabled/Deactivated"
  0x0000766C  u"(Enabled/Deactivated"
  0x0000769A  u"$Enabled/Activated"
  0x000076E8  u"TTpmPpiPo[SuppressIf:TpmSecurity=Disabled]"
  0x00007742  u"VTpmPpiDpo[SuppressIf:TpmSecurity=Disabled]"
  0x0000779E  u"jTpmPpiClearOverride[SuppressIf:TpmSecurity=Disabled]"
  0x00007810  u"TcmSecurity"
  0x0000782E  u"GpeClrOwner"
  0x0000784C  u"GpeClrBinding"
  0x0000786E  u"Computrace"
  0x0000788A  u"Absolute"
  0x000078A0  u"$AdminSetupLockout"
  0x000078CC  u"StrongPassword"
  0x000078EE  u"(AdminPasswordMinLen"
  0x0000791C  u"(AdminPasswordMaxLen"
  0x0000794A  u"*SystemPasswordMinLen"
  0x0000797A  u"*SystemPasswordMaxLen"
  0x000079AA  u"&OromKeyboardAccess"
  0x000079D8  u"Enabled"
  0x000079EE  u"OnetimeEnable"
  0x00007A10  u"Disabled"
  0x00007A26  u"$IntlPlatformTrust"
  0x00007A50  u",CapsuleFirmwareUpdate"
  0x00007A82  u",SmmSecurityMitigation"
  0x00007AB4  u"8PpiBypassSedBlockSidCommand"
  0x00007AF4  u"UefiNwStack"
  0x00007B12  u"Serial1"
  0x00007B7C  u"Thunderbolt"
  0x00007B98  u" ThunderboltBoot"
  0x00007BBE  u"&ThunderboltPreboot"
  0x00007BEA  u"$ThunderboltSecLvl"
  0x00007C16  u"NoSec"
  0x00007C28  u"UserAuth"
  0x00007C40  u"SecConn"
  0x00007C56  u"DpUsbOnly"
  0x00007C6E  u",TbtPcieModeAutoSwitch"
  0x00007CA2  u"BIOSEnumMode"
  0x00007CC2  u"NativeEnum"
  0x00007CDE  u"BIOSAssistEnum"
  0x00007D02  u"EmbSataRaid"
  0x00007D40  u"Disabled"
  0x00007D58  u"SmartErrors"
  0x00007D74  u" UnobtrusiveMode"
  0x00007D9A  u"$FingerprintReader"
  0x00007DC4  u"\"UsbPortsExternal"
  0x00007DEE  u"Microphone"
  0x00007E08  u" InternalSpeaker"
  0x00007E30  u"EsataPorts"
  0x00007E4C  u"Camera"
  0x00007E60  u"Camera"
  0x00007E74  u"Camera2"
  0x00007E88  u"$HdFreeFallProtect"
  0x00007EB2  u" IntegratedAudio"
  0x00007EF2  u"*KeyboardIllumination"
  0x00007F24  u"Disabled"
  0x00007F4A  u"Bright"
  0x00007F5C  u" DellCoreService"
  0x00007F84  u"Touchscreen"
  0x00007FA2  u"UsbPowerShare"
  0x00008066  u",KbdBacklightTimeoutAc"
  0x00008098  u"0KbdBacklightTimeoutBatt"
  0x000080D0  u"Never"
  0x0000813E  u"WatchdogTimer"
  0x00008170  u"Minimal"
  0x00008186  u"Thorough"
  0x0000819E  u"EnabledByFnKey"
  0x000081C0  u"\"EnabledByNumLock"
  0x00008210  u"PowerWarn"
  0x0000823E  u"NumLock"
  0x00008254  u"FnLock"
  0x00008268  u"FnLockMode"
  0x00008284  u"Fastboot"
  0x0000829C  u"ExtPostTime"
  0x000082BA  u"FullScreenLogo"
  0x000082DC  u" PostHelpDeskKey"
  0x00008304  u"WarningsAndErr"
  0x0000833E  u"ContWrnErr"
  0x0000835A  u"PromptWrnErr"
  0x00008378  u" MacAddrPassThru"
  0x000083A0  u"SystemUnique"
  0x000083C0  u"IntegratedNic1"
  0x000083E2  u"$DockWarningsEnMsg"
  0x0000840E  u"PostMebxKey"
  0x00008440  u"Enabled"
  0x00008454  u"&RestrictMebxAccess"
  0x00008482  u"Disabled"
  0x00008498  u"0AutoOSRecoveryThreshold"
  0x000084FA  u"0SupportAssistOSRecovery"
  0x00008530  u"4SupportAssistSupportLevel"
  0x0000856C  u"BIOSConnect"
  0x0000858A  u"ServiceOsClear"
  0x000085B6  u"Enabled"
  0x000085CC  u"Disabled"
  0x000085E4  u"Enabled"
  0x000085FA  u"Disabled"
  0x00008630  u" Hyper-Threading"
  0x00008658  u"Enabled for Windows XP and Linux (OS optimized for Hyper-Threading Technology) and Disabled for other OS (OS not optimized for Hyper-Threading Technology)."
  0x00008794  u".Active Processor Cores"
  0x000087C8  u"jNumber of cores to enable in each processor package."
  0x00008866  u"C states"
  0x0000887E  u"Enable/Disable CPU Power Management. Allows CPU to go to C states when it's not 100% utilized."
  0x00008940  u"4SW Guard Extensions (SGX)"
  0x0000897A  u"^Enable/Disable Software Guard Extensions (SGX)"
  0x000089DE  u"(Software Controlled"
  0x00008A0C  u"(Enclave Memory Size"
  0x00008A88  u" (SGX) Enclave Reserve Memory Size. When SGX is set to Software Controlled this setting is not available and has no effect."
  0x00008B8E  u"Legacy"
  0x00008BA2  u"Disable"
  0x00008BDE  u"*Enable USB Provision"
  0x00008C10  u"When enabled, Intel AMT can be provisioned using the local provisioning file via a USB storage device.\r\nWhen disabled, provisioning Intel AMT from a USB storage device is blocked.\r\n"
  0x00008D80  u"6Lock Mode Enable/Secondary"
  0x00008DBC  u":SED Block SID Authentication"
  0x00008E04  u"(TPM Remote Activate"
  0x00008E32  u":Manufacturing Mode Attribute"
  0x00008E74  u"This field allows users to securely erase data from all internal storage devices. The process adheres to SerialATA Security Erase and eMMC JEDEC Sanitize specifications.\r\n\r\nSelecting this operation will securely erase all devices installed in the system. This operation is not recoverable. Once this operation is initiated, it cannot be terminated. All data will be permanently deleted.\r\n\r\nThe following is a list of devices affected by this operation:\r\n\r\n    - Internal SATA HDD/SSD,\r\n    - Internal M.2 SATA SSD,\r\n    - Internal M.2 PCIe SSD,\r\n    - Internal eMMC.\r\n\r\nTo preserve the data on a specific device, please remove any of the above devices prior to initiating this process.\r\n\r\nWarning: This operation will permanently deleted all data from the device(s)!"
  0x00009476  u"$Wipe on Next Boot"
  0x000094A2  u"BIOS Recovery enables the user to recover from certain corrupted BIOS conditions from a recovery file on the user primary hard drive or an external USB key. \r\n\r\nWhen \"Enabled\" is selected, BIOS stores the recovery file on the user primary hard drive. BIOS Recovery is available via the recovery file on the user primary hard drive or an external USB key. \r\n\r\nWhen \"Disabled\" is selected, BIOS does not store the recovery file on the user primary hard drive. BIOS Recovery is only available via the external USB key. \r\n\r\nThe default option is \"Enabled\". \r\n\r\nBIOS Recovery from Hard Drive is not supported when the hard drive(s) are configured for RAID mode. \r\n\r\nBIOS Recovery via the external USB key is always enabled with either options. \r\n\r\nBIOS Auto-Recovery automatically recovers BIOS without user actions when BIOS failed integrity check. This feature requires BIOS Recovery from Hard Drive to be Enabled.\r\n\r\n"
  0x00009BCE  u"<BIOS Recovery from Hard Drive"
  0x00009C10  u"&BIOS Auto-Recovery"
  0x00009C3E  u"This option sets the panel brightness independently for Battery and AC power."
  0x00009CDE  u",Brightness On Battery"
  0x00009D10  u"\"Brightness On AC"
  0x00009D3A  u"Always On"
  0x00009D54  u"Privacy Screen"
  0x00009D78  u"When Disabled, the privacy screen is not applied to the embedded display panel.\r\n\r\nWhen Enabled, the privacy screen is applied to the embedded display panel and can be toggled between public mode and privacy mode using the Fn+F9 key combination on the embedded keyboard.\r\n\r\nWhen Always On, the privacy screen is always on and cannot be turned off by the user.\r\n"
  0x0000A052  u"Clear Log"
  0x0000A06A  u"\"Do Not Clear Log"
  0x0000A09E  u"Clear BIOS Log"
  0x0000A0C0  u"$Clear Thermal Log"
  0x0000A0EA  u" Clear Power Log"
  0x0000A112  u"This setting determines which wireless devices can be controlled by the Wireless Switch. For Windows 8 systems, this is controlled by OS driver directly so the setting here doesn't affect the Wireless Switch behavior.\r\n\r\n"
  0x0000A2E2  u"*GPS (on WWAN Module)"
  0x0000A366  u"This field allows you to control which wireless devices are on when the operating system loads.\r\n\r\n\r\n\r\nNOTE: The setting of the Internal Wireless WWAN can be changedinside the operating system by an application such as DCP or by the <Fn+F9> hotkey.\r\n"
  0x0000A572  u"This field allows you to control which wireless devices are on when the operating system loads.\r\n\r\n\r\n\r\nNOTE: The setting of the Internal Wireless WLAN can be changedinside the operating system by an application such as DCP or by the <Fn+F9> hotkey.\r\n"
  0x0000A804  u" device.\r\n\r\n"
  0x0000A822  u"4Contactless Smartcard/NFC"
  0x0000A85C  u"bEnable the Near Field Computing (NFC) device\r\n\r\n"
  0x0000A8D2  u"tThis field lets you enable or disable the UWB device.\r\n\r\n"
  0x0000A94C  u"$WLAN Country Code"
  0x0000A988  u"Boot List"
  0x0000A9A0  u"LSelect legacy or UEFI boot order list"
  0x0000A9F2  u"NEnable Intel Virtualization Technology"
  0x0000AB4A  u" Virtualization Technology.\r\n\r\n[NOTE: Trusted Execution requires Virtualization Technology to be enabled.]"
  0x0000AC24  u"2Enable VT for Direct I/O"
  0x0000AD60  u" Virtualization Technology for Direct I/O.\r\n\r\n[NOTE: Trusted Execution requires VT for Direct I/O to be enabled.]"
  0x0000AE48  u"$Trusted Execution"
  0x0000AF8A  u" Trusted Execution Technology. The TPM has to be enabled and activated, and Virtualization Technology and VT for Direct I/O must be enabled to use this feature."
  0x0000B350  u"-enabled CPU to operate in multiple performance states.\r\n"
  0x0000B612  u" driver to increase the performance of the CPU OR graphics \r\n~10~ processor.\r\n"
  0x0000B6F0  u"Every Day"
  0x0000B70A  u"Weekdays"
  0x0000B722  u"Select Days"
  0x0000B740  u"Sunday"
  0x0000B754  u"Sunday"
  0x0000B768  u"Monday"
  0x0000B77C  u"Monday"
  0x0000B790  u"Tuesday"
  0x0000B7A6  u"Tuesday"
  0x0000B7BC  u"Wednesday"
  0x0000B7D6  u"Wednesday"
  0x0000B7F0  u"Thursday"
  0x0000B808  u"Thursday"
  0x0000B820  u"Friday"
  0x0000B834  u"Friday"
  0x0000B848  u"Saturday"
  0x0000B860  u"Saturday"
  0x0000B878  u"LAN Only"
  0x0000B890  u"WLAN Only"
  0x0000B8AA  u"LAN or WLAN"
  0x0000B8C6  u"$LAN with PXE Boot"
  0x0000B8F0  u"6Lock Mode Disable/Standard"
  0x0000B92E  u"Wake on AC"
  0x0000B94A  u"This option allows the system (if Off or in Hibernate) to power-on automatically, when AC is inserted."
  0x0000BA1E  u"AC Recovery"
  0x0000BA3C  u"This field specifies how the system will behave when AC power is restored after a AC\r\npower loss.\r\n\r\nPower Off~19~= System stays off after AC power is restored.\r\nPower On~19~= System powers on after AC power is restored.\r\nLast Power State~19~= System returns to the previous state after AC power recovery.\r\n"
  0x0000BCAA  u"Power Off"
  0x0000BCC4  u"Power On"
  0x0000BCDA  u"\"Last Power State"
  0x0000BD04  u"The USB Wake option allows you to enable USB devices to wake the system from Standby.\r\n\r\nNOTE: This feature is only functional when the AC power adapter is connected. If the AC power adapter is removed before Standby, the BIOS will remove power from all of the USB ports to conserve battery power.\r\n"
  0x0000BF60  u"0Enable USB Wake Support"
  0x0000BF96  u"0Wake on Dell USB-C Dock"
  0x0000BFCE  u"\r\nThe Wake on Dell USB-C Dock feature allows the system to automatically wake up when connecting to a Dell USB-C dock. Unlike the USB Wake feature it does not require AC connection at time of Standby.\r\n"
  0x0000C168  u"\"Wake on LAN/WLAN"
  0x0000C192  u"This option allows the computer to power up from the off state when triggered by a special LAN signal or from the hibernate state when triggered by a special wireless LAN signal. Wakeup from the standby state is unaffected by this setting and must be enabled in the operating system. This feature only works when the computer is connected to AC.\r\n\r\nDisabled~14~= Do not allow the system to power on by special LAN signals when it receives a wakeup signal\r\n~14~  from the LAN or wireless LAN.\r\nLAN Only~14~= Allow the system to be powered on by special LAN signals.\r\nWLAN Only~14~= Allow the system to be powered on by special WLAN signals.\r\nLAN or WLAN~14~= Allow the system to be powered on by special LAN or wireless LAN signals.\r\nLAN with PXE~14~= A wakeup packet sent to the system in either the S4 or S5\r\n~14~  state will cause the system to wake-up and immediately boot to PXE.\r\n"
  0x0000C882  u"JPrimary Battery Charge Configuration"
  0x0000C8D2  u"FBattery Slice Charge Configuration"
  0x0000C91E  u"(Custom Charge Start"
  0x0000C94C  u"&Custom Charge Stop"
  0x0000C97A  u"Standard"
  0x0000C9B4  u"\"Primarily AC Use"
  0x0000C9DE  u"Adaptive"
  0x0000C9F6  u"Custom"
  0x0000CA08  u" Long Life Cycle"
  0x0000CAC8  u"~25~= The battery may be charged over a shorter period of time \r\n~26~using Dell's fast charging technology.\r\n\r\n\r\nNote:  Battery settings may not be available for all battery types.\r\n~6~ In order to enable this option 'Advanced Battery Charge Mode' must be disabled."
  0x0000CE46  u"~21~= The battery may be charged over a shorter period of time using Dell's fast charging\r\n~23~technology.\r\nPrimarily AC Use~21~= Extends battery lifespan for users who primarily operate their system while plugged\r\n~23~in to an external power source.\r\nCustom~21~= Custom select when the battery starts and stops charging.\r\n\r\n\r\nNote:  Battery settings may not be available for all battery types.\r\n~6~ In order to enable this option 'Advanced Battery Charge Mode' must be disabled."
  0x0000D20C  u"A long life cycle battery is currently attached.  The charge configuration can not \r\nbe changed with this type of battery.\r\n"
  0x0000D30A  u"$Enable Lid Switch"
  0x0000D336  u"This option allow to disable the lid switch so the screen does not shut off when lid is closed.\r\n"
  0x0000D3FE  u"@Long Life Cycle Primary Battery"
  0x0000D446  u"Auto On"
  0x0000D45C  u"This option sets the time of day when you would like the system to turn on automatically.\r\n\r\nDisabled~14~= The system will not automatically power up.\r\nEvery Day~14~= The system will power up every day at the time you specified above.\r\nWeekdays~14~= The system will power up Monday through Friday at the time you specified above.\r\nSelect Days~14~= The system will power up on the days selected above at the time you specified above.\r\n"
  0x0000D7C8  u"Auto On HOUR"
  0x0000D7E8  u"Auto On MINUTE"
  0x0000D80A  u"*Fan Control Override"
  0x0000D844  u"&Control WLAN radio"
  0x0000D878  u"&Control WWAN radio"
  0x0000D8AC  u".Type-C Connector Power"
  0x0000D8E2  u"This option lets you set the maximum power that can be drawn from the Type-C connector.\r\n\r\nNote: Setting a higher power value for the Type-C connector may cause the system to throttle sooner, if the total system power budget is exceeded. If power budget is exceeded, it will not damage your system or peripheral(s) but may cause your system to run more slowly."
  0x0000DBBA  u"7.5 Watts"
  0x0000DBD4  u"15 Watts"
  0x0000DBEA  u"&Thermal Management"
  0x0000DC18  u"Optimized: Standard setting for cooling fan and processor heat mangaement.\r\nThis setting is a balance of performance, noise and temperature.\r\nCool: Processor and cooling fan speed are adjusted for a cooler system surface temperature.\r\nThis may mean reduced system performance and more noise.\r\nQuiet: Processor and cooling fan speed are adjusted to reduce fan noise.\r\nThis may mean reduced system performance and a higher system surface temperature.\r\nUltra Performance: Processor and cooling fan speed are increased for more performance.\r\nThis may mean higher system surface temperature and more noise. "
  0x0000E0D4  u"Optimized"
  0x0000E0EC  u"\nCool"
  0x0000E10E  u"$Ultra Performance"
  0x0000E13A  u"Block Sleep"
  0x0000E158  u"This option lets you to block entering to sleep in OS environment\r\nWhen enabled system won't go to sleep, Intel Rapid Start will be disabled automatically and OS Power option will be blank if it was set to Sleep."
  0x0000E308  u"Peak shift minimizes AC power usage at times of peak demand. Checking \"Enable Peak Shift\" enables this feature, unchecking disables it. When enabled, the following takes place using the user set daily times and threshold value:\r\n  - From \"Peak Shift Start\" until \"Peak Shift End\", AC power is not used unless \"Battery Threshold\" is reached, \r\n    however, the battery does not charge.\r\n  - From \"Peak Shift End\" until \"Peak Shift Charge Start\", AC power is used when available but the battery does \r\n    not charge.\r\n  - At all other times, AC power is used when available and the battery is able to charge."
  0x0000E7CC  u"$Enable Peak Shift"
  0x0000E7F6  u"$Battery Threshold"
  0x0000E822  u"Advanced Battery Charge  maximizes battery health while still supporting heavy use during the work day. Checking \"Enable Advanced Battery Charge Mode\" enables this feature, unchecking disables it. When enabled, the following takes place using the user set daily times and time periods:\r\n  - From \"Beginning of Day\" and lasting for \"Work Period\", ExpressCharge(tm) is used for accelerated battery\r\n     charging.\r\n  - At all other times Standard Charge is used for maximum battery health.\r\n  - Setting \"Work Period\" to 0 disables this feature for that day."
  0x0000EC7E  u"HEnable Advanced Battery Charge Mode"
  0x0000ECCE  u"Sleep Mode"
  0x0000ECEA  u"This option is used to select which sleep mode will be used by the operating system.The BIOS can support either Modern Standby (connected or disconnected), or S3 sleep modes.The OS Automatic Selection option allows the operating system to select the appropriate mode automatically.The Force S3 option will disable Modern Standby capabilities, and force the operating system to use the S3 sleep state only."
  0x0000F01A  u".OS Automatic Selection"
  0x0000F050  u"Force S3"
  0x0000F066  u"HEnable Intel Speed Shift Technology"
  0x0000F0B6  u"This option is used to enable/disable Intel Speed Shift Technology support. Setting this option to enable allows the operating system to select the appropriate processor performance automatically."
  0x0000F244  u".Force Lpm And Aspm Off"
  0x0000F27A  u"Force SATA/USB low power mode and Active State Power Management (ASPM) Off in Manufacturing Mode."
  0x0000F342  u"@Enable Secure Digital (SD) Card"
  0x0000F392  u"<Secure Digital (SD) Card Boot"
  0x0000F3DE  u"PSecure Digital (SD) Card Read-Only Mode"
  0x0000F43E  u"&Secure Boot Enable"
  0x0000F46C  u"Enable or disable Secure Boot. The boot mode must be set to UEFI and Enable Legacy Option ROMs must be turned off to enable Secure Boot."
  0x0000F582  u"\"Secure Boot Mode"
  0x0000F5AC  u"Changes to the Secure Boot operation mode modifies the behavior of Secure Boot to allow evaluation or enforcement of UEFI driver signatures. Deployed Mode should be selected for normal operation of Secure Boot.\r\nDeployed Mode - Checks the integrity of UEFI drivers and bootloaders before allowing execution. Use this mode for full Secure Boot protections.\r\nAudit Mode - Performs a signature check but does not block execution of all UEFI drivers and bootloaders.  Use this mode when making modifications to Secure Boot Keys."
  0x0000F9CC  u"Audit Mode"
  0x0000F9E8  u"Deployed Mode"
  0x0000FA3A  u"4Enable Legacy Option ROMs"
  0x0000FA76  u"Enable or disable Legacy Option ROMs. This option is required for Legacy boot mode and is not allowed if Secure Boot is enabled."
  0x0000FB7C  u"6Enable Attempt Legacy Boot"
  0x0000FBBA  u"Enable or disable Auto Boot Legacy. This feature will attempt the UEFI boot list and if it fails toboot will attempt to boot the Legacy boot list. This feature is not allowed if Secure Boot is enabled."
  0x0000FD52  u"0UEFI Boot Path Security"
  0x0000FD8A  u"These options control whether or not the system will prompt the user to enter the Admin password (if set) when booting a UEFI boot path from the F12 Boot Menu:\r\n\r\n * Always,Except Internal HDD: All UEFI boot paths require the user to enter the Admin password, except for boot paths hosted on internal hard disk drives.\r\n * Always,Except Internal HDD&PXE: All UEFI boot paths require the user to enter the Admin password, except for boot paths hosted on internal hard disk drives or PXE Boot.\r\n * Always: Booting to any UEFI boot path requires the user to enter the Admin password.\r\n * Never:  The Admin password is not required for booting to UEFI boot paths.\r\n\r\n\r\nIf the Admin password is not set, these options have no effect."
  0x00010340  u"6Always,Except Internal HDD"
  0x0001037C  u">Always,Except Internal HDD&PXE"
  0x000103D6  u"Never"
  0x000103E6  u"*Permanently Disabled"
  0x00010416  u".Enter the old password"
  0x0001044A  u".Enter the new password"
  0x0001047E  u"2Confirm the new password"
  0x000104C2  u"This option lets you set, change, or delete the System password (previously called the \"Primary\" password). When this password is set, it requires the password be entered when the system is powered on (including when restarting from Standby) and also prohibits changes to the owner tag.\r\n\r\nSuccessful changes to this password take effect immediately."
  0x00010786  u"This option lets you set, change, or delete the password on the system's internal  hard disk drive (HDD).\r\nSuccessful changes to this password take effect immediately. Any change to this option will require a system reboot when you exit setup.\r\n\r\nWhen an HDD password is set, it travels with the hard disk, so the disk is protected even if it is placed into another computer.\r\n\r\nYou must enter the password for a protected HDD whenever the drive is powered on (including when restarting from Standby). If you do not enter the correct password, the HDD will simply not function. It will remain in this state until you power the system off (or enter Standby), power the system back on, and enter the correct password.\r\n\r\nBy default, the drive will not have a password set."
  0x00010D92  u"This option lets you set, change, or delete the password on the system's module  bay hard disk drive (HDD).\r\nSuccessful changes to this password take effect immediately. Any change to this option will require a system reboot when you exit setup.\r\n\r\nWhen an HDD password is set, it travels with the hard disk, so the disk is protected even if it is placed into another computer.\r\n\r\nYou must enter the password for a protected HDD whenever the drive is powered on (including when restarting from Standby). If you do not enter the correct password, the HDD will simply not function. It will remain in this state until you power the system off (or enter Standby), power the system back on, and enter the correct password.\r\n\r\nBy default, the drive will not have a password set."
  0x000113A2  u"This option lets you set, change, or delete the password on the system's eSATA  dock bay hard disk drive (HDD).\r\nSuccessful changes to this password take effect immediately. Any change to this option will require a system reboot when you exit setup.\r\n\r\nWhen an HDD password is set, it travels with the hard disk, so the disk is protected even if it is placed into another computer.\r\n\r\nYou must enter the password for a protected HDD whenever the drive is powered on (including when restarting from Standby). If you do not enter the correct password, the HDD will simply not function. It will remain in this state until you power the system off (or enter Standby), power the system back on, and enter the correct password.\r\n\r\nBy default, the drive will not have a password set."
  0x000119BA  u"This option lets you set, change, or delete the password on the system's eSATA  bay hard disk drive (HDD).\r\nSuccessful changes to this password take effect immediately. Any change to this option will require a system reboot when you exit setup.\r\n\r\nWhen an HDD password is set, it travels with the hard disk, so the disk is protected even if it is placed into another computer.\r\n\r\nYou must enter the password for a protected HDD whenever the drive is powered on (including when restarting from Standby). If you do not enter the correct password, the HDD will simply not function. It will remain in this state until you power the system off (or enter Standby), power the system back on, and enter the correct password.\r\n\r\nBy default, the drive will not have a password set."
  0x00011FC8  u"This option lets you set, change, or delete the password on the system's M.2 SATA  solid state drive (SSD).\r\nSuccessful changes to this password take effect immediately. Any change to this option will require a system reboot when you exit setup.\r\n\r\nWhen a SSD password is set, it travels with the drive, so the drive is protected even if it is placed into another computer.\r\n\r\nYou must enter the password for a protected SSD whenever the drive is powered on (including when restarting from Standby). If you do not enter the correct password, the SSD will simply not function. It will remain in this state until you power the system off (or enter Standby), power the system back on, and enter the correct password.\r\n\r\nBy default, the drive will not have a password set."
  0x000125CE  u" Password Bypass"
  0x000125F6  u"This option lets you bypass the System (Boot) Password and the internal HDD password prompts during a system restart. \r\n\r\nDisabled~27~= Always prompt for the system and internal HDD passwords when they are set.\r\nReboot Bypass~27~= Bypass the password prompts on Restarts (warm boots).\r\n\r\nNOTE: The system will always prompt for the System and internal HDD passwords when powered on from the off state (a cold boot). Also, the system will always prompt for passwords on any module bay HDDs that may be present.\r\n"
  0x000129FC  u"Reboot Bypass"
